4,5	7	5,5	7	10	9	0,25	1	1	1	1
2	3	5	5,5	6	6	1	1	1	1	1
6,5	6,5	6	5,5	5	5	0	1	1	1	1
8	6	4,5	2	2	2	0,5	1	0,9	0,5	0,25
2	4	6,5	8	8	8	1	1	0,55	0,6	0,55
6	6	8,5	7	8	10	1	1	1	1	1
6	6	7,5	8	8	10	1	1	1	1	1
8,5	9	9,5	10	6	5	0,5	1	1	1	1
0	0	0	0	0	0	0	1	1	1	1
4	5	7,5	8	10	10	1	1	0,3	0,5	0,9
5	4	4,5	4	2	1	0,4	1	1	1	1
9	9	5,5	5,5	4	4	1	1	0,9	0,5	0,3
3	4	4,5	6	5,5	4	1	1	1	1	1
6,5	8	6	8	8	8	0,5	1	1	1	1
